datetime,open,high,low,close,volume,hold
2023-10-17 21:50:00,464.68,465.56,464.64,465.18,5014,156717
2023-10-17 21:55:00,465.12,465.42,465.04,465.3,1402,156684
2023-10-17 22:00:00,465.3,465.36,465.02,465.2,1292,156610
2023-10-17 22:05:00,465.28,465.6,465.08,465.3,2557,156636
2023-10-17 22:10:00,465.3,465.34,464.96,465.22,1496,156512
2023-10-17 22:15:00,465.24,465.48,465.2,465.36,1211,156648
2023-10-17 22:20:00,465.4,465.44,465.2,465.22,943,156640
2023-10-17 22:25:00,465.22,465.24,464.82,464.96,1510,156595
2023-10-17 22:30:00,464.96,465.12,464.82,465.02,748,156580
2023-10-17 22:35:00,465.02,465.06,464.82,464.9,634,156508
2023-10-17 22:40:00,464.9,465.06,464.84,464.92,670,156462
2023-10-17 22:45:00,464.9,464.92,464.36,464.62,2072,156350
2023-10-17 22:50:00,464.64,464.78,464.46,464.46,781,156382
2023-10-17 22:55:00,464.46,464.64,464.4,464.44,603,156357
2023-10-17 23:00:00,464.42,464.54,464.34,464.54,659,156386
2023-10-17 23:05:00,464.54,464.7,464.44,464.68,870,156492
2023-10-17 23:10:00,464.7,464.7,464.44,464.5,581,156540
2023-10-17 23:15:00,464.5,464.86,464.5,464.76,939,156537
2023-10-17 23:20:00,464.78,464.82,464.64,464.68,495,156516
2023-10-17 23:25:00,464.68,464.8,464.62,464.62,282,156551
2023-10-17 23:30:00,464.62,464.64,464.5,464.62,378,156465
2023-10-17 23:35:00,464.6,464.8,464.58,464.72,583,156565
2023-10-17 23:40:00,464.72,464.84,464.72,464.72,271,156528
2023-10-17 23:45:00,464.72,464.82,464.72,464.78,163,156500
2023-10-17 23:50:00,464.8,464.88,464.66,464.76,387,156479
2023-10-17 23:55:00,464.76,464.92,464.76,464.84,378,156364
2023-10-18 00:00:00,464.84,464.98,464.76,464.94,307,156329
2023-10-18 00:05:00,464.94,464.98,464.78,464.8,315,156330
2023-10-18 00:10:00,464.8,464.92,464.78,464.92,172,156310
2023-10-18 00:15:00,464.92,464.94,464.78,464.8,204,156312
2023-10-18 00:20:00,464.8,464.8,464.62,464.8,360,156312
2023-10-18 00:25:00,464.8,464.84,464.68,464.68,120,156313
2023-10-18 00:30:00,464.7,464.78,464.68,464.68,836,156358
2023-10-18 00:35:00,464.7,464.7,464.52,464.68,401,156321
2023-10-18 00:40:00,464.68,464.84,464.68,464.84,197,156290
2023-10-18 00:45:00,464.84,464.84,464.6,464.62,168,156277
2023-10-18 00:50:00,464.62,464.74,464.6,464.72,141,156295
2023-10-18 00:55:00,464.72,464.72,464.64,464.72,95,156308
2023-10-18 01:00:00,464.72,464.72,464.56,464.64,128,156298
2023-10-18 01:05:00,464.62,464.82,464.62,464.82,270,156331
2023-10-18 01:10:00,464.78,464.84,464.68,464.84,133,156347
2023-10-18 01:15:00,464.84,464.86,464.76,464.76,91,156333
2023-10-18 01:20:00,464.76,464.86,464.74,464.86,142,156352
2023-10-18 01:25:00,464.84,464.84,464.7,464.72,87,156343
2023-10-18 01:30:00,464.72,464.76,464.6,464.6,153,156339
2023-10-18 01:35:00,464.62,464.68,464.58,464.58,134,156335
2023-10-18 01:40:00,464.58,464.58,464.4,464.42,216,156309
2023-10-18 01:45:00,464.42,464.46,463.96,464.04,864,156224
2023-10-18 01:50:00,464.06,464.24,463.98,464.18,393,156229
2023-10-18 01:55:00,464.18,464.34,464.06,464.06,282,156201
2023-10-18 02:00:00,464.08,464.2,464.02,464.08,232,156264
2023-10-18 02:05:00,464.08,464.14,463.96,464.1,246,156247
2023-10-18 02:10:00,464.1,464.26,464.1,464.16,176,156221
2023-10-18 02:15:00,464.16,464.28,464.16,464.18,76,156207
2023-10-18 02:20:00,464.18,464.3,464.06,464.08,194,156195
2023-10-18 02:25:00,464.08,464.28,464.08,464.28,80,156182
2023-10-18 02:30:00,464.28,464.52,464.28,464.3,376,156073
2023-10-18 09:05:00,465.06,465.26,464.88,465.1,1946,155969
2023-10-18 09:10:00,465.1,465.42,465.1,465.2,1319,155952
2023-10-18 09:15:00,465.2,465.52,465.16,465.4,1310,156018
2023-10-18 09:20:00,465.36,465.42,465.22,465.24,603,155907
2023-10-18 09:25:00,465.24,465.7,465.2,465.64,1221,156181
2023-10-18 09:30:00,465.64,466.7,465.64,466.56,4054,156302
2023-10-18 09:35:00,466.56,467.22,466.5,466.88,3531,156330
2023-10-18 09:40:00,466.88,467.26,466.68,467.2,2020,156237
2023-10-18 09:45:00,467.2,467.54,467.16,467.54,2858,156212
2023-10-18 09:50:00,467.46,467.9,467.46,467.8,1584,156237
2023-10-18 09:55:00,467.82,467.94,467.56,467.62,1342,156129
2023-10-18 10:00:00,467.6,467.9,467.6,467.86,471,156154
2023-10-18 10:05:00,467.86,467.86,467.34,467.42,642,155923
2023-10-18 10:10:00,467.42,468.02,467.4,467.86,817,155883
2023-10-18 10:15:00,467.86,467.96,467.82,467.96,228,155707
2023-10-18 10:35:00,467.92,468.18,467.84,467.88,1724,155759
2023-10-18 10:40:00,467.9,468.0,467.64,467.64,1048,155703
2023-10-18 10:45:00,467.64,467.64,467.18,467.26,1198,155424
2023-10-18 10:50:00,467.24,467.52,467.1,467.2,1568,155491
2023-10-18 10:55:00,467.22,467.32,466.96,467.02,950,155277
2023-10-18 11:00:00,467.0,467.02,466.7,466.94,2143,154992
2023-10-18 11:05:00,466.92,466.98,466.78,466.9,1410,154926
2023-10-18 11:10:00,466.9,467.02,466.74,466.84,1024,154832
2023-10-18 11:15:00,466.84,466.86,466.52,466.7,1706,154773
2023-10-18 11:20:00,466.68,466.86,466.56,466.78,645,154706
2023-10-18 11:25:00,466.8,467.04,466.74,466.96,776,154549
2023-10-18 11:30:00,466.96,467.22,466.92,467.0,728,154537
2023-10-18 13:35:00,467.82,467.9,467.5,467.6,2286,154475
2023-10-18 13:40:00,467.6,467.7,467.4,467.6,909,154349
2023-10-18 13:45:00,467.6,467.76,467.58,467.66,616,154287
2023-10-18 13:50:00,467.66,467.86,467.52,467.56,1025,154238
2023-10-18 13:55:00,467.58,467.78,467.56,467.58,522,154225
2023-10-18 14:00:00,467.56,467.72,467.54,467.64,1233,154265
2023-10-18 14:05:00,467.66,467.66,467.36,467.58,1500,153972
2023-10-18 14:10:00,467.6,467.9,467.58,467.84,1265,153884
2023-10-18 14:15:00,467.84,468.0,467.78,467.82,1336,153804
2023-10-18 14:20:00,467.82,467.92,467.62,467.7,886,153749
2023-10-18 14:25:00,467.7,467.96,467.66,467.86,501,153730
2023-10-18 14:30:00,467.86,468.1,467.86,467.96,1133,153752
2023-10-18 14:35:00,467.92,467.96,467.7,467.82,572,153557
2023-10-18 14:40:00,467.8,468.0,467.52,467.6,1649,153386
2023-10-18 14:45:00,467.62,467.78,467.58,467.66,789,153139
2023-10-18 14:50:00,467.66,467.66,467.52,467.62,514,153068
2023-10-18 14:55:00,467.6,467.7,467.6,467.6,804,153041
2023-10-18 15:00:00,467.6,467.94,467.6,467.94,1398,152948
2023-10-18 21:05:00,470.0,470.1,469.46,469.52,6048,153435
2023-10-18 21:10:00,469.52,469.9,469.48,469.8,2484,153673
2023-10-18 21:15:00,469.8,469.92,469.54,469.66,1866,153987
2023-10-18 21:20:00,469.66,469.74,469.34,469.48,1648,154022
2023-10-18 21:25:00,469.48,469.8,469.46,469.7,1291,154084
2023-10-18 21:30:00,469.66,470.04,469.66,469.78,1606,154305
2023-10-18 21:35:00,469.78,470.54,469.72,470.52,3341,154854
2023-10-18 21:40:00,470.52,471.42,470.3,471.32,4354,155316
2023-10-18 21:45:00,471.3,471.48,470.96,471.36,5053,155717
2023-10-18 21:50:00,471.36,472.16,471.34,471.44,39812,156211
2023-10-18 21:55:00,471.46,471.78,471.24,471.34,3151,156363
2023-10-18 22:00:00,471.34,471.42,470.92,471.08,3283,156249
2023-10-18 22:05:00,471.08,471.28,470.54,470.82,3925,156043
2023-10-18 22:10:00,470.84,471.26,470.78,471.2,2194,156050
2023-10-18 22:15:00,471.2,471.36,470.86,470.98,1992,156134
2023-10-18 22:20:00,470.96,471.18,470.8,471.14,1195,156203
2023-10-18 22:25:00,471.16,471.22,470.74,470.86,1469,156146
2023-10-18 22:30:00,470.8,470.8,470.24,470.34,3058,156038
2023-10-18 22:35:00,470.36,470.72,470.1,470.22,3192,156050
2023-10-18 22:40:00,470.22,470.48,470.22,470.4,1782,156156
2023-10-18 22:45:00,470.4,470.46,470.28,470.38,1065,156066
2023-10-18 22:50:00,470.38,470.38,469.1,469.82,4886,155641
2023-10-18 22:55:00,469.82,470.08,469.7,470.0,2562,155761
2023-10-18 23:00:00,470.0,470.18,469.78,469.78,1528,155806
2023-10-18 23:05:00,469.78,469.84,469.44,469.64,1953,155907
2023-10-18 23:10:00,469.62,469.62,468.94,469.12,2595,155918
2023-10-18 23:15:00,469.1,469.1,468.2,468.78,4075,155959
2023-10-18 23:20:00,468.76,469.36,468.74,469.22,2416,156023
2023-10-18 23:25:00,469.2,469.26,468.9,469.02,1343,155969
2023-10-18 23:30:00,469.0,469.16,468.82,469.02,1065,155928
2023-10-18 23:35:00,469.02,469.42,468.94,469.42,1575,155961
2023-10-18 23:40:00,469.42,469.44,469.04,469.22,848,155870
2023-10-18 23:45:00,469.22,469.24,469.1,469.18,529,155825
2023-10-18 23:50:00,469.18,469.36,469.18,469.28,754,155842
2023-10-18 23:55:00,469.28,469.58,469.22,469.42,818,155806
2023-10-19 00:00:00,469.42,469.48,469.26,469.46,1805,156137
2023-10-19 00:05:00,469.46,469.7,469.46,469.62,2061,155873
2023-10-19 00:10:00,469.6,469.66,469.42,469.62,745,155921
2023-10-19 00:15:00,469.62,469.7,469.5,469.58,530,155924
2023-10-19 00:20:00,469.64,469.76,469.62,469.66,413,155926
2023-10-19 00:25:00,469.68,469.9,469.66,469.84,940,156044
2023-10-19 00:30:00,469.84,470.0,469.82,470.0,644,156062
2023-10-19 00:35:00,470.0,470.16,469.88,470.0,1412,156136
2023-10-19 00:40:00,470.0,470.14,469.96,470.06,481,156126
2023-10-19 00:45:00,470.06,470.12,469.96,470.06,400,156178
2023-10-19 00:50:00,470.06,470.38,470.0,470.34,786,156277
2023-10-19 00:55:00,470.36,470.38,470.12,470.14,664,156266
2023-10-19 01:00:00,470.14,470.16,470.04,470.16,351,156249
2023-10-19 01:05:00,470.14,470.64,470.1,470.52,1130,156236
2023-10-19 01:10:00,470.52,470.56,470.36,470.54,452,156241
2023-10-19 01:15:00,470.54,470.72,470.46,470.66,639,156249
2023-10-19 01:20:00,470.66,470.8,470.58,470.72,555,156263
2023-10-19 01:25:00,470.72,471.0,470.72,470.98,648,156259
2023-10-19 01:30:00,470.98,471.24,470.96,471.02,956,156224
2023-10-19 01:35:00,471.02,471.04,470.8,470.92,733,156244
2023-10-19 01:40:00,470.92,471.0,470.64,470.68,516,156274
2023-10-19 01:45:00,470.68,470.74,470.58,470.66,333,156348
2023-10-19 01:50:00,470.68,470.82,470.64,470.78,335,156352
2023-10-19 01:55:00,470.76,470.8,470.66,470.76,367,156297
2023-10-19 02:00:00,470.76,470.8,470.68,470.68,215,156292
2023-10-19 02:05:00,470.7,470.72,470.4,470.58,567,156244
2023-10-19 02:10:00,470.58,470.62,470.48,470.6,185,156231
2023-10-19 02:15:00,470.6,470.62,470.2,470.26,437,156138
2023-10-19 02:20:00,470.26,470.36,470.0,470.3,628,156080
2023-10-19 02:25:00,470.3,470.4,470.26,470.34,175,156074
2023-10-19 02:30:00,470.34,470.38,470.0,470.38,577,155930
2023-10-19 09:05:00,470.28,470.44,469.9,470.22,2030,155803
2023-10-19 09:10:00,470.22,470.28,469.9,470.24,1118,155827
2023-10-19 09:15:00,470.22,470.26,470.04,470.14,759,155706
2023-10-19 09:20:00,470.14,470.6,470.12,470.5,1180,155636
2023-10-19 09:25:00,470.52,470.7,470.4,470.4,2622,155713
2023-10-19 09:30:00,470.4,470.6,470.24,470.28,1003,155537
2023-10-19 09:35:00,470.32,470.36,470.14,470.32,929,155431
2023-10-19 09:40:00,470.3,470.4,469.9,469.92,1248,155219
2023-10-19 09:45:00,469.9,470.18,469.78,469.92,1022,154876
2023-10-19 09:50:00,469.94,470.12,469.94,470.04,856,154767
2023-10-19 09:55:00,470.04,470.14,469.98,470.02,840,154590
2023-10-19 10:00:00,470.02,470.12,470.02,470.02,476,154573
2023-10-19 10:05:00,470.04,470.26,470.0,470.08,518,154440
2023-10-19 10:10:00,470.08,470.1,470.02,470.08,294,154434
2023-10-19 10:15:00,470.04,470.2,469.96,470.1,612,154466
2023-10-19 10:35:00,470.12,470.14,469.94,469.98,622,154272
2023-10-19 10:40:00,470.0,470.16,469.98,470.04,515,154143
2023-10-19 10:45:00,470.04,470.18,469.98,470.16,503,154019
2023-10-19 10:50:00,470.16,470.38,470.14,470.24,947,153875
2023-10-19 10:55:00,470.24,470.38,470.16,470.28,593,153964
2023-10-19 11:00:00,470.26,470.64,470.2,470.56,826,153986
2023-10-19 11:05:00,470.54,470.72,470.54,470.64,858,154097
2023-10-19 11:10:00,470.64,470.8,470.52,470.62,785,154235
2023-10-19 11:15:00,470.58,470.66,470.52,470.6,311,154241
2023-10-19 11:20:00,470.6,470.68,470.34,470.5,681,154161
2023-10-19 11:25:00,470.5,470.72,470.46,470.46,629,154210
2023-10-19 11:30:00,470.5,470.62,470.44,470.56,730,154052
2023-10-19 13:35:00,470.56,470.92,470.56,470.6,1268,154135
2023-10-19 13:40:00,470.58,470.64,470.38,470.58,632,154131
2023-10-19 13:45:00,470.6,470.7,470.32,470.36,532,154131
2023-10-19 13:50:00,470.46,470.58,470.46,470.54,437,154145
2023-10-19 13:55:00,470.54,470.56,470.22,470.36,884,154136
2023-10-19 14:00:00,470.36,470.46,470.2,470.46,776,154096
2023-10-19 14:05:00,470.44,470.62,470.4,470.56,639,154164
2023-10-19 14:10:00,470.52,470.56,470.4,470.48,648,154246
2023-10-19 14:15:00,470.6,470.68,470.5,470.52,340,154274
2023-10-19 14:20:00,470.58,470.72,470.58,470.66,468,154386
2023-10-19 14:25:00,470.66,470.96,470.66,470.82,266,154338
2023-10-19 14:30:00,470.8,470.82,470.56,470.58,589,154322
2023-10-19 14:35:00,470.58,470.78,470.52,470.68,913,154531
2023-10-19 14:40:00,470.68,470.86,470.66,470.78,500,154487
2023-10-19 14:45:00,470.78,470.84,470.74,470.84,120,154459
2023-10-19 14:50:00,470.84,471.0,470.7,470.86,1118,154615
2023-10-19 14:55:00,470.86,471.14,470.82,470.94,1259,154518
2023-10-19 15:00:00,471.12,471.26,471.08,471.26,400,154367
2023-10-19 21:05:00,472.32,472.36,471.78,471.94,3986,154399
2023-10-19 21:10:00,471.94,472.22,471.86,472.2,2096,154831
2023-10-19 21:15:00,472.18,472.28,471.58,471.72,1800,154998
2023-10-19 21:20:00,471.74,471.92,471.68,471.9,1208,155120
2023-10-19 21:25:00,471.92,472.06,471.72,471.96,1110,155161
2023-10-19 21:30:00,471.94,471.98,471.68,471.82,1126,155325
2023-10-19 21:35:00,471.76,471.82,471.46,471.72,1578,155409
2023-10-19 21:40:00,471.74,472.08,471.56,471.96,1950,155461
2023-10-19 21:45:00,471.96,472.22,471.9,472.16,1728,155615
2023-10-19 21:50:00,472.18,472.64,472.16,472.48,2884,156237
2023-10-19 21:55:00,472.48,472.48,471.98,472.0,1724,156042
2023-10-19 22:00:00,472.0,472.32,472.0,472.26,1065,156137
2023-10-19 22:05:00,472.28,472.34,471.92,472.02,1563,156168
2023-10-19 22:10:00,472.04,472.1,471.74,471.96,1725,155941
2023-10-19 22:15:00,471.98,472.0,471.48,471.76,1413,155876
2023-10-19 22:20:00,471.76,471.78,471.54,471.68,863,155971
2023-10-19 22:25:00,471.68,471.84,471.52,471.74,1038,155993
2023-10-19 22:30:00,471.74,471.84,471.66,471.76,503,155889
2023-10-19 22:35:00,471.76,472.08,471.7,471.96,1142,155875
2023-10-19 22:40:00,471.96,471.98,471.58,471.62,930,155897
2023-10-19 22:45:00,471.6,471.92,471.46,471.78,1444,156104
2023-10-19 22:50:00,471.78,471.92,471.76,471.84,604,156139
2023-10-19 22:55:00,471.8,471.84,471.6,471.66,611,156098
2023-10-19 23:00:00,471.66,471.8,471.62,471.74,737,156134
2023-10-19 23:05:00,471.74,471.92,471.7,471.82,709,156173
2023-10-19 23:10:00,471.82,472.22,471.8,472.14,1512,156187
2023-10-19 23:15:00,472.16,472.42,472.1,472.4,1404,156308
2023-10-19 23:20:00,472.4,472.6,472.34,472.48,1591,156674
2023-10-19 23:25:00,472.48,472.86,472.34,472.8,2241,156802
2023-10-19 23:30:00,472.8,472.96,472.72,472.78,1233,156998
2023-10-19 23:35:00,472.76,473.66,472.76,473.4,3233,157200
2023-10-19 23:40:00,473.38,473.88,473.38,473.64,2544,157591
2023-10-19 23:45:00,473.62,473.68,473.52,473.6,1303,157702
2023-10-19 23:50:00,473.62,473.64,473.0,473.16,1930,157462
2023-10-19 23:55:00,473.14,473.3,472.9,472.96,1418,157454
2023-10-20 00:00:00,472.94,473.16,472.94,473.12,858,157371
2023-10-20 00:05:00,473.12,473.84,472.74,473.28,3952,157340
2023-10-20 00:10:00,473.28,473.6,473.1,473.32,1611,157419
2023-10-20 00:15:00,473.32,473.64,473.24,473.52,950,157428
2023-10-20 00:20:00,473.52,473.6,473.34,473.5,640,157433
2023-10-20 00:25:00,473.5,473.56,473.22,473.22,842,157496
2023-10-20 00:30:00,473.24,473.24,472.74,472.9,1610,157495
2023-10-20 00:35:00,472.9,473.08,472.4,472.46,1332,157316
2023-10-20 00:40:00,472.48,472.58,472.06,472.56,2571,157300
2023-10-20 00:45:00,472.6,472.92,472.6,472.82,1464,157214
2023-10-20 00:50:00,472.82,473.1,472.78,473.1,1125,157187
2023-10-20 00:55:00,473.1,473.5,473.04,473.44,1370,157286
2023-10-20 01:00:00,473.44,473.74,473.22,473.68,1514,157373
2023-10-20 01:05:00,473.72,473.78,473.54,473.68,1115,157506
2023-10-20 01:10:00,473.68,474.12,473.64,473.96,1982,157584
2023-10-20 01:15:00,473.96,474.2,473.76,473.84,1152,157718
2023-10-20 01:20:00,473.84,474.4,473.64,474.28,1450,157666
2023-10-20 01:25:00,474.3,475.5,474.18,474.74,4106,157677
2023-10-20 01:30:00,474.74,474.92,474.58,474.82,1230,157656
2023-10-20 01:35:00,474.82,475.7,474.82,475.7,2155,157698
2023-10-20 01:40:00,475.7,475.74,475.18,475.24,1371,157805
2023-10-20 01:45:00,475.24,475.46,475.16,475.38,702,157832
2023-10-20 01:50:00,475.38,475.38,475.08,475.28,850,157752
2023-10-20 01:55:00,475.34,475.72,475.32,475.5,1214,157761
2023-10-20 02:00:00,475.5,475.92,475.48,475.7,1067,157764
2023-10-20 02:05:00,475.76,476.08,475.68,476.0,1265,157788
2023-10-20 02:10:00,476.0,476.18,475.6,475.76,1133,157785
2023-10-20 02:15:00,475.76,476.02,475.7,475.98,557,157771
2023-10-20 02:20:00,475.98,476.0,475.68,475.72,640,157749
2023-10-20 02:25:00,475.72,475.74,475.24,475.24,1032,157668
2023-10-20 02:30:00,475.24,475.84,475.16,475.8,1613,157235
2023-10-20 09:05:00,476.02,476.7,475.86,475.86,5763,157862
2023-10-20 09:10:00,475.86,475.9,475.52,475.6,2596,158064
2023-10-20 09:15:00,475.6,475.94,475.28,475.88,2430,158277
2023-10-20 09:20:00,475.92,476.18,475.76,475.96,1886,158244
2023-10-20 09:25:00,475.9,475.96,475.68,475.8,1696,158099
2023-10-20 09:30:00,475.8,475.94,475.46,475.5,1674,157974
2023-10-20 09:35:00,475.48,475.7,475.36,475.62,1281,158001
2023-10-20 09:40:00,475.58,476.04,475.58,476.04,1558,157931
2023-10-20 09:45:00,476.02,476.28,475.96,476.06,1720,157735
2023-10-20 09:50:00,476.04,476.14,475.98,476.06,856,157620
2023-10-20 09:55:00,476.1,476.48,476.08,476.24,1174,157775
2023-10-20 10:00:00,476.34,476.88,476.34,476.68,2420,158044
2023-10-20 10:05:00,476.6,477.02,476.5,477.02,1460,158413
2023-10-20 10:10:00,477.2,477.28,476.86,476.98,1438,158309
2023-10-20 10:15:00,476.96,476.96,476.62,476.76,1094,158210
2023-10-20 10:35:00,476.78,477.0,476.62,477.0,1832,158359
2023-10-20 10:40:00,477.02,477.04,476.76,476.82,1001,158347
2023-10-20 10:45:00,476.82,477.1,476.74,477.02,814,158431
2023-10-20 10:50:00,477.02,477.16,477.0,477.1,740,158470
2023-10-20 10:55:00,477.1,477.56,477.08,477.36,1701,158758
2023-10-20 11:00:00,477.36,477.4,477.06,477.1,736,158831
2023-10-20 11:05:00,476.88,477.24,476.86,477.16,1055,158547
2023-10-20 11:10:00,477.14,477.2,476.46,476.54,1448,158305
2023-10-20 11:15:00,476.62,476.72,476.52,476.64,662,158186
2023-10-20 11:20:00,476.64,476.7,476.46,476.58,665,158194
2023-10-20 11:25:00,476.6,476.74,476.38,476.4,646,158123
2023-10-20 11:30:00,476.38,476.7,476.32,476.68,1072,158193
2023-10-20 13:35:00,476.72,477.06,476.7,476.94,1626,158277
2023-10-20 13:40:00,476.94,476.94,476.66,476.74,892,158252
2023-10-20 13:45:00,476.74,476.8,476.54,476.76,831,158233
2023-10-20 13:50:00,476.76,476.84,476.54,476.8,700,158231
2023-10-20 13:55:00,476.78,476.9,476.6,476.74,694,158229
2023-10-20 14:00:00,476.74,477.06,476.74,477.04,602,158223
2023-10-20 14:05:00,477.04,477.14,476.98,476.98,378,158380
2023-10-20 14:10:00,477.0,477.42,477.0,477.4,1061,158592
2023-10-20 14:15:00,477.38,477.4,477.16,477.18,654,158115
2023-10-20 14:20:00,477.16,477.2,476.94,476.96,1202,158153
2023-10-20 14:25:00,476.96,477.06,476.76,476.88,1395,158219
2023-10-20 14:30:00,476.88,476.92,476.6,476.62,606,158023
2023-10-20 14:35:00,476.46,476.54,476.08,476.16,1075,157949
2023-10-20 14:40:00,476.14,476.5,476.08,476.1,1773,157996
2023-10-20 14:45:00,476.08,476.28,475.92,476.0,2065,157654
2023-10-20 14:50:00,476.02,476.16,475.98,476.12,404,157642
2023-10-20 14:55:00,476.14,476.64,476.12,476.62,1002,157471
2023-10-20 15:00:00,476.62,476.72,476.44,476.68,803,157375
2023-10-20 21:05:00,475.66,476.32,475.4,476.02,3566,157760
2023-10-20 21:10:00,476.02,476.1,475.68,475.86,1915,157656
2023-10-20 21:15:00,475.86,476.46,475.82,476.34,1859,157794
2023-10-20 21:20:00,476.34,476.4,476.08,476.08,1302,157869
2023-10-20 21:25:00,476.08,476.44,476.08,476.1,1045,157926
2023-10-20 21:30:00,476.1,476.32,476.08,476.2,766,157922
2023-10-20 21:35:00,476.16,476.56,476.08,476.42,1321,157931
2023-10-20 21:40:00,476.42,476.48,476.12,476.24,1007,157899
2023-10-20 21:45:00,476.24,476.26,475.96,476.22,1324,157894
2023-10-20 21:50:00,476.22,476.98,476.22,476.7,2746,157866
2023-10-20 21:55:00,476.76,477.1,476.72,477.1,2344,158119
2023-10-20 22:00:00,477.12,477.48,476.94,477.4,2790,158398
2023-10-20 22:05:00,477.4,477.84,477.4,477.48,3371,158496
2023-10-20 22:10:00,477.5,478.48,477.48,478.1,3880,158791
2023-10-20 22:15:00,478.1,478.56,477.78,478.4,3075,158671
2023-10-20 22:20:00,478.4,478.4,477.32,477.46,3754,158366
2023-10-20 22:25:00,477.44,477.8,477.44,477.68,1375,158396
2023-10-20 22:30:00,477.68,478.04,477.68,478.02,1360,158367
2023-10-20 22:35:00,478.02,478.38,478.02,478.18,1596,158483
2023-10-20 22:40:00,478.18,478.2,477.82,478.16,1294,158503
2023-10-20 22:45:00,478.16,478.18,477.96,477.96,1007,158537
2023-10-20 22:50:00,477.98,478.1,477.82,477.9,773,158503
2023-10-20 22:55:00,477.9,478.18,477.72,478.18,1486,158575
2023-10-20 23:00:00,478.18,478.36,477.98,478.26,1842,158729
2023-10-20 23:05:00,478.24,478.74,478.02,478.5,2395,159180
2023-10-20 23:10:00,478.52,479.06,478.52,479.02,2885,159838
2023-10-20 23:15:00,479.04,479.1,478.74,479.02,2185,159996
2023-10-20 23:20:00,479.02,479.32,478.78,478.8,2372,160093
